MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Ghanshyam XI Vapi,59/9,Sahjanand XI - Vapi,62/1,Sahjanand XI - Vapi,9 wickets,https://cricheroes.in/scorecard/309648/Pioneer-Cup-2019/Ghanshyam-XI-Vapi-vs-Sahjanand-XI---Vapi
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Narnarayn XI Chikhli,60/5,Valsad Royal,66/1,Valsad Royal,9 wickets,https://cricheroes.in/scorecard/309647/Pioneer-Cup-2019/Narnarayn-XI-Chikhli-vs-Valsad-Royal
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",ShreeHari Surat Blasters,83/4,DharmaBhakti XI,60/9,ShreeHari Surat Blasters,23 runs,https://cricheroes.in/scorecard/309645/Pioneer-Cup-2019/ShreeHari-Surat-Blasters-vs-DharmaBhakti-XI
RRC WINTER  TOUR 2019,"Valwada Cricket Ground, Vapi, 17-Mar-19, 8 Ov., ",Spartans XI.,63/7 & 63/7,Star Boys.,"<span class=""yet-to-bat"">Yet to bat</span>",None,None,https://cricheroes.in/scorecard/310538/RRC-WINTER--TOUR-2019/Spartans-XI.-vs-Star-Boys.
RRC WINTER  TOUR 2019,"Valwada Cricket Ground, Vapi, 17-Mar-19, 8 Ov., ",Shoor Veer,67/5,Star Boys.,68/4,Star Boys.,6 wickets,https://cricheroes.in/scorecard/310520/RRC-WINTER--TOUR-2019/Shoor-Veer-vs-Star-Boys.
RRC WINTER  TOUR 2019,"Valwada Cricket Ground, Vapi, 17-Mar-19, 8 Ov., ",Spartans XI.,67/5,Bantai XI.,56/7,Spartans XI.,11 runs,https://cricheroes.in/scorecard/310498/RRC-WINTER--TOUR-2019/Spartans-XI.-vs-Bantai-XI.
G C C CUP,"Kitavat Valvada, Vapi, 10-Mar-19, 25 Ov., ",Genius Cricket Club GCC,204/9, Team Invincible Xi,202/7,Genius Cricket Club GCC,2 runs,https://cricheroes.in/scorecard/302741/G-C-C-CUP/Genius-Cricket-Club-GCC-vs-Team-Invincible-Xi
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 24-Mar-19, 50 Ov., ",VADODARA RANGE,356/8,Junagadh Range,230/10,VADODARA RANGE,126 runs,https://cricheroes.in/scorecard/320391/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/VADODARA-RANGE-vs-Junagadh-Range
MEGA ACPL Tournament 2019,"Cricket Ground, Vapi, 23-Mar-19, 10 Ov., ",AIL Kutch XI,58/9,Jhagadia XI,59/4,Jhagadia XI,12 wickets,https://cricheroes.in/scorecard/318999/MEGA-ACPL-Tournament-2019/AIL-Kutch-XI-vs-Jhagadia-XI
MEGA ACPL Tournament 2019,"Cricket Ground, Vapi, 23-Mar-19, 10 Ov., ",AIL Tarapur XI,122/9,Jhagadia XI,115/4,AIL Tarapur XI,7 runs,https://cricheroes.in/scorecard/318759/MEGA-ACPL-Tournament-2019/AIL-Tarapur-XI-vs-Jhagadia-XI
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 10 Ov., ",Valsad Royal,115/6,Sahjanand XI - Vapi,44/10,Valsad Royal,71 runs,https://cricheroes.in/scorecard/316340/Pioneer-Cup-2019/Valsad-Royal-vs-Sahjanand-XI---Vapi
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Ghanshyam XI Vapi,90/2,ShreeHari Surat Blasters,32/10,Ghanshyam XI Vapi,58 runs,https://cricheroes.in/scorecard/309657/Pioneer-Cup-2019/Ghanshyam-XI-Vapi-vs-ShreeHari-Surat-Blasters
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Boisar King,56/5,Valsad Royal,59/5,Valsad Royal,5 wickets,https://cricheroes.in/scorecard/309654/Pioneer-Cup-2019/Boisar-King-vs-Valsad-Royal
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",DharmaBhakti XI,69/4,Sahjanand XI - Vapi,70/2,Sahjanand XI - Vapi,8 wickets,https://cricheroes.in/scorecard/309652/Pioneer-Cup-2019/DharmaBhakti-XI-vs-Sahjanand-XI---Vapi
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Narnarayn XI Chikhli,63/6,Boisar King,65/2,Boisar King,8 wickets,https://cricheroes.in/scorecard/309650/Pioneer-Cup-2019/Narnarayn-XI-Chikhli-vs-Boisar-King
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Ghanshyam XI Vapi,59/9,Sahjanand XI - Vapi,62/1,Sahjanand XI - Vapi,9 wickets,https://cricheroes.in/scorecard/309648/Pioneer-Cup-2019/Ghanshyam-XI-Vapi-vs-Sahjanand-XI---Vapi
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",Narnarayn XI Chikhli,60/5,Valsad Royal,66/1,Valsad Royal,9 wickets,https://cricheroes.in/scorecard/309647/Pioneer-Cup-2019/Narnarayn-XI-Chikhli-vs-Valsad-Royal
Pioneer Cup 2019,"Kitavat Valvada, Vapi, 21-Mar-19, 8 Ov., ",ShreeHari Surat Blasters,83/4,DharmaBhakti XI,60/9,ShreeHari Surat Blasters,23 runs,https://cricheroes.in/scorecard/309645/Pioneer-Cup-2019/ShreeHari-Surat-Blasters-vs-DharmaBhakti-XI
RRC WINTER  TOUR 2019,"Valwada Cricket Ground, Vapi, 17-Mar-19, 8 Ov., ",Spartans XI.,63/7 & 63/7,Star Boys.,"<span class=""yet-to-bat"">Yet to bat</span>",None,None,https://cricheroes.in/scorecard/310538/RRC-WINTER--TOUR-2019/Spartans-XI.-vs-Star-Boys.
RRC WINTER  TOUR 2019,"Valwada Cricket Ground, Vapi, 17-Mar-19, 8 Ov., ",Shoor Veer,67/5,Star Boys.,68/4,Star Boys.,6 wickets,https://cricheroes.in/scorecard/310520/RRC-WINTER--TOUR-2019/Shoor-Veer-vs-Star-Boys.
RRC WINTER  TOUR 2019,"Valwada Cricket Ground, Vapi, 17-Mar-19, 8 Ov., ",Spartans XI.,67/5,Bantai XI.,56/7,Spartans XI.,11 runs,https://cricheroes.in/scorecard/310498/RRC-WINTER--TOUR-2019/Spartans-XI.-vs-Bantai-XI.
G C C CUP,"Kitavat Valvada, Vapi, 10-Mar-19, 25 Ov., ",Genius Cricket Club GCC,204/9, Team Invincible Xi,202/7,Genius Cricket Club GCC,2 runs,https://cricheroes.in/scorecard/302741/G-C-C-CUP/Genius-Cricket-Club-GCC-vs-Team-Invincible-Xi
Individual Match,"Nargol Cricket Ground, Vapi, 10-Mar-19, 30 Ov.",SPARTANS 11 - VAPI,255/9,CRAZY 11 - VAPI,234/10,SPARTANS 11 - VAPI,21 runs,https://cricheroes.in/scorecard/302533/individual/SPARTANS-11---VAPI-vs-CRAZY-11---VAPI
G C C CUP,"Kitavat Valvada, Vapi, 09-Mar-19, ", Team Invincible Xi,120/9 & 143/9,Genius Cricket Club GCC,206/8 & 63/1,Genius Cricket Club GCC,9 wickets,https://cricheroes.in/scorecard/300504/G-C-C-CUP/Team-Invincible-Xi-vs-Genius-Cricket-Club-GCC
Individual Match,"Nargol Cricket Ground, Vapi, 03-Mar-19, 20 Ov.",Kings 11 Vapii,147/10,Bricks XI,149/3,Bricks XI,7 wickets,https://cricheroes.in/scorecard/294898/individual/Kings-11-Vapii-vs-Bricks-XI
Individual Match,"Nargol Cricket Ground, Vapi, 03-Mar-19, 20 Ov.",SPARTANS 11 - VAPI,160/5,CRAZY 11 - VAPI,140/5,SPARTANS 11 - VAPI,20 runs,https://cricheroes.in/scorecard/294372/individual/SPARTANS-11---VAPI-vs-CRAZY-11---VAPI
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 28-Feb-19, 40 Ov., ",Ahmedabad Range Xi,158/9,Border Range,160/4,Border Range,6 wickets,https://cricheroes.in/scorecard/248383/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/Ahmedabad-Range-Xi-vs-Border-Range
UCC TOURAMENT 2019,"Nargol Cricket Ground, Vapi, 22-Feb-19, 20 Ov., ",Panda XI,162/10,UDAY XII,135/9,Panda XI,27 runs,https://cricheroes.in/scorecard/283478/UCC-TOURAMENT-2019/Panda-XI-vs-UDAY-XII
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 09-Feb-19, 12 Ov., ",STAR SANKARNA,105/9,KOTESWAR CLUB VALSAD,100/6,STAR SANKARNA,5 runs,https://cricheroes.in/scorecard/268658/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/STAR-SANKARNA-vs-KOTESWAR-CLUB-VALSAD
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 10 Ov., ",K.C.C Umargav,70/9,KOTESWAR CLUB VALSAD,72/1,KOTESWAR CLUB VALSAD,9 wickets,https://cricheroes.in/scorecard/267187/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/K.C.C-Umargav-vs-KOTESWAR-CLUB-VALSAD
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 8 Ov., ",TIGER CLUBB,42/8,K.C.C Umargav,46/4,K.C.C Umargav,6 wickets,https://cricheroes.in/scorecard/266799/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/TIGER-CLUBB-vs-K.C.C-Umargav
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 08-Feb-19, 40 Ov., ",Ahmedabad Commissionerate,237/10,Godhra Range,133/10,Ahmedabad Commissionerate,104 runs,https://cricheroes.in/scorecard/244074/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/Ahmedabad-Commissionerate-vs-Godhra-Range
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 8 Ov., ",KOTESWAR CLUB VALSAD,None,GOA RAKSHAK,None,None,None,https://cricheroes.in/match-detail/KOTESWAR-CLUB-VALSAD/GOA-RAKSHAK/251468/251463/266730
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Aunde Tigers,79/8,Dapada Super Kings,82/3,Dapada Super Kings,7 wickets,https://cricheroes.in/scorecard/253718/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Dapada Super Kings,111/4,Dadara Drifters,93/5,Dapada Super Kings,18 runs,https://cricheroes.in/scorecard/253617/Faze3-&-Aunde-Cricket-Tournament-2019/Dapada-Super-Kings-vs-Dadara-Drifters
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Mumbai Indians#,81/6,Dapada Super Kings,85/1,Dapada Super Kings,9 wickets,https://cricheroes.in/scorecard/253285/Faze3-&-Aunde-Cricket-Tournament-2019/Mumbai-Indians#-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Vapi Fighters,91/10,Aunde Tigers,84/7,Vapi Fighters,7 runs,https://cricheroes.in/scorecard/253085/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Aunde-Tigers
Individual Match,"Nargol Cricket Ground, Vapi, 10-Mar-19, 30 Ov.",SPARTANS 11 - VAPI,255/9,CRAZY 11 - VAPI,234/10,SPARTANS 11 - VAPI,21 runs,https://cricheroes.in/scorecard/302533/individual/SPARTANS-11---VAPI-vs-CRAZY-11---VAPI
G C C CUP,"Kitavat Valvada, Vapi, 09-Mar-19, ", Team Invincible Xi,120/9 & 143/9,Genius Cricket Club GCC,206/8 & 63/1,Genius Cricket Club GCC,9 wickets,https://cricheroes.in/scorecard/300504/G-C-C-CUP/Team-Invincible-Xi-vs-Genius-Cricket-Club-GCC
Individual Match,"Nargol Cricket Ground, Vapi, 03-Mar-19, 20 Ov.",Kings 11 Vapii,147/10,Bricks XI,149/3,Bricks XI,7 wickets,https://cricheroes.in/scorecard/294898/individual/Kings-11-Vapii-vs-Bricks-XI
Individual Match,"Nargol Cricket Ground, Vapi, 03-Mar-19, 20 Ov.",SPARTANS 11 - VAPI,160/5,CRAZY 11 - VAPI,140/5,SPARTANS 11 - VAPI,20 runs,https://cricheroes.in/scorecard/294372/individual/SPARTANS-11---VAPI-vs-CRAZY-11---VAPI
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 28-Feb-19, 40 Ov., ",Ahmedabad Range Xi,158/9,Border Range,160/4,Border Range,6 wickets,https://cricheroes.in/scorecard/248383/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/Ahmedabad-Range-Xi-vs-Border-Range
UCC TOURAMENT 2019,"Nargol Cricket Ground, Vapi, 22-Feb-19, 20 Ov., ",Panda XI,162/10,UDAY XII,135/9,Panda XI,27 runs,https://cricheroes.in/scorecard/283478/UCC-TOURAMENT-2019/Panda-XI-vs-UDAY-XII
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 09-Feb-19, 12 Ov., ",STAR SANKARNA,105/9,KOTESWAR CLUB VALSAD,100/6,STAR SANKARNA,5 runs,https://cricheroes.in/scorecard/268658/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/STAR-SANKARNA-vs-KOTESWAR-CLUB-VALSAD
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 10 Ov., ",K.C.C Umargav,70/9,KOTESWAR CLUB VALSAD,72/1,KOTESWAR CLUB VALSAD,9 wickets,https://cricheroes.in/scorecard/267187/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/K.C.C-Umargav-vs-KOTESWAR-CLUB-VALSAD
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 8 Ov., ",TIGER CLUBB,42/8,K.C.C Umargav,46/4,K.C.C Umargav,6 wickets,https://cricheroes.in/scorecard/266799/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/TIGER-CLUBB-vs-K.C.C-Umargav
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 08-Feb-19, 40 Ov., ",Ahmedabad Commissionerate,237/10,Godhra Range,133/10,Ahmedabad Commissionerate,104 runs,https://cricheroes.in/scorecard/244074/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/Ahmedabad-Commissionerate-vs-Godhra-Range
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 8 Ov., ",KOTESWAR CLUB VALSAD,None,GOA RAKSHAK,None,None,None,https://cricheroes.in/match-detail/KOTESWAR-CLUB-VALSAD/GOA-RAKSHAK/251468/251463/266730
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Aunde Tigers,79/8,Dapada Super Kings,82/3,Dapada Super Kings,7 wickets,https://cricheroes.in/scorecard/253718/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Dapada Super Kings,111/4,Dadara Drifters,93/5,Dapada Super Kings,18 runs,https://cricheroes.in/scorecard/253617/Faze3-&-Aunde-Cricket-Tournament-2019/Dapada-Super-Kings-vs-Dadara-Drifters
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Mumbai Indians#,81/6,Dapada Super Kings,85/1,Dapada Super Kings,9 wickets,https://cricheroes.in/scorecard/253285/Faze3-&-Aunde-Cricket-Tournament-2019/Mumbai-Indians#-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Vapi Fighters,91/10,Aunde Tigers,84/7,Vapi Fighters,7 runs,https://cricheroes.in/scorecard/253085/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Aunde-Tigers
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Aunde Tigers,99/9,Dadara Drifters,105/6,Dadara Drifters,4 wickets,https://cricheroes.in/scorecard/251997/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Dadara-Drifters
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Vapi Fighters,93/6,Dapada Super Kings,97/2,Dapada Super Kings,9 wickets,https://cricheroes.in/scorecard/251812/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Aunde Tigers,100/4,Mumbai Indians#,87/3,Aunde Tigers,13 runs,https://cricheroes.in/scorecard/251625/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Mumbai-Indians#
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Vapi Fighters,104/5,Panipat Panthers#,105/1,Panipat Panthers#,9 wickets,https://cricheroes.in/scorecard/251486/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Panipat-Panthers#
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Mumbai Indians#,58/7,Dadara Drifters,60/1,Dadara Drifters,10 wickets,https://cricheroes.in/scorecard/251369/Faze3-&-Aunde-Cricket-Tournament-2019/Mumbai-Indians#-vs-Dadara-Drifters
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Dapada Super Kings,61/5,Panipat Panthers#,67/3,Panipat Panthers#,7 wickets,https://cricheroes.in/scorecard/251220/Faze3-&-Aunde-Cricket-Tournament-2019/Dapada-Super-Kings-vs-Panipat-Panthers#
Individual Match,"Karaya, Vapi, 25-Jan-19, 6 Ov.",Dehgam,None,Karaya,None,Karaya,walkover,https://cricheroes.in/match-detail/Dehgam/Karaya/244372/244370/249897
Individual Match,"Nargol Cricket Ground, Vapi, 20-Jan-19, 20 Ov.",Bricks XI,191/3,Kings 11 Vapii,157/9,Bricks XI,34 runs,https://cricheroes.in/scorecard/245482/individual/Bricks-XI-vs-Kings-11-Vapii
Individual Match,"Nargol Cricket Ground, Vapi, 20-Jan-19, 20 Ov.",CRAZY 11 - VAPI,77/10,SPARTANS 11 - VAPI,78/2,SPARTANS 11 - VAPI,8 wickets,https://cricheroes.in/scorecard/244991/individual/CRAZY-11---VAPI-vs-SPARTANS-11---VAPI
MANGELA SAMAJ TOURNAMENT (NARGOL) 2019,"Nargol Cricket Ground, Vapi, 14-Jan-19, 5 Ov., ",MP7,50/4,VIR11,48/2,MP7,2 runs,https://cricheroes.in/scorecard/238780/MANGELA-SAMAJ-TOURNAMENT-(NARGOL)-2019/MP7-vs-VIR11
MANGELA SAMAJ TOURNAMENT (NARGOL) 2019,"Nargol Cricket Ground, Vapi, 14-Jan-19, 5 Ov., ",VIR11,32/10,BHUSH11,27/6,VIR11,5 runs,https://cricheroes.in/scorecard/238748/MANGELA-SAMAJ-TOURNAMENT-(NARGOL)-2019/VIR11-vs-BHUSH11
MANGELA SAMAJ TOURNAMENT (NARGOL) 2019,"Nargol Cricket Ground, Vapi, 14-Jan-19, 5 Ov., ",MP7,68/4,NI30,63/3,MP7,5 runs,https://cricheroes.in/scorecard/238672/MANGELA-SAMAJ-TOURNAMENT-(NARGOL)-2019/MP7-vs-NI30
MANGELA SAMAJ TOURNAMENT (NARGOL) 2019,"Nargol Cricket Ground, Vapi, 14-Jan-19, 5 Ov., ",VIR11,46/4,BHUSH11,33/5,VIR11,13 runs,https://cricheroes.in/scorecard/238413/MANGELA-SAMAJ-TOURNAMENT-(NARGOL)-2019/VIR11-vs-BHUSH11
MANGELA SAMAJ TOURNAMENT (NARGOL) 2019,"Nargol Cricket Ground, Vapi, 14-Jan-19, 5 Ov., ",MP7,61/5,20AL,33/8,MP7,28 runs,https://cricheroes.in/scorecard/238022/MANGELA-SAMAJ-TOURNAMENT-(NARGOL)-2019/MP7-vs-20AL
MANGELA SAMAJ TOURNAMENT (NARGOL) 2019,"Nargol Cricket Ground, Vapi, 14-Jan-19, 5 Ov., ",SAJAN11,79/3,CHETU11,61/7,SAJAN11,18 runs,https://cricheroes.in/scorecard/238019/MANGELA-SAMAJ-TOURNAMENT-(NARGOL)-2019/SAJAN11-vs-CHETU11
Individual Match,"Nargol Cricket Ground, Vapi, 10-Mar-19, 30 Ov.",SPARTANS 11 - VAPI,255/9,CRAZY 11 - VAPI,234/10,SPARTANS 11 - VAPI,21 runs,https://cricheroes.in/scorecard/302533/individual/SPARTANS-11---VAPI-vs-CRAZY-11---VAPI
G C C CUP,"Kitavat Valvada, Vapi, 09-Mar-19, ", Team Invincible Xi,120/9 & 143/9,Genius Cricket Club GCC,206/8 & 63/1,Genius Cricket Club GCC,9 wickets,https://cricheroes.in/scorecard/300504/G-C-C-CUP/Team-Invincible-Xi-vs-Genius-Cricket-Club-GCC
Individual Match,"Nargol Cricket Ground, Vapi, 03-Mar-19, 20 Ov.",Kings 11 Vapii,147/10,Bricks XI,149/3,Bricks XI,7 wickets,https://cricheroes.in/scorecard/294898/individual/Kings-11-Vapii-vs-Bricks-XI
Individual Match,"Nargol Cricket Ground, Vapi, 03-Mar-19, 20 Ov.",SPARTANS 11 - VAPI,160/5,CRAZY 11 - VAPI,140/5,SPARTANS 11 - VAPI,20 runs,https://cricheroes.in/scorecard/294372/individual/SPARTANS-11---VAPI-vs-CRAZY-11---VAPI
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 28-Feb-19, 40 Ov., ",Ahmedabad Range Xi,158/9,Border Range,160/4,Border Range,6 wickets,https://cricheroes.in/scorecard/248383/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/Ahmedabad-Range-Xi-vs-Border-Range
UCC TOURAMENT 2019,"Nargol Cricket Ground, Vapi, 22-Feb-19, 20 Ov., ",Panda XI,162/10,UDAY XII,135/9,Panda XI,27 runs,https://cricheroes.in/scorecard/283478/UCC-TOURAMENT-2019/Panda-XI-vs-UDAY-XII
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 09-Feb-19, 12 Ov., ",STAR SANKARNA,105/9,KOTESWAR CLUB VALSAD,100/6,STAR SANKARNA,5 runs,https://cricheroes.in/scorecard/268658/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/STAR-SANKARNA-vs-KOTESWAR-CLUB-VALSAD
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 10 Ov., ",K.C.C Umargav,70/9,KOTESWAR CLUB VALSAD,72/1,KOTESWAR CLUB VALSAD,9 wickets,https://cricheroes.in/scorecard/267187/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/K.C.C-Umargav-vs-KOTESWAR-CLUB-VALSAD
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 8 Ov., ",TIGER CLUBB,42/8,K.C.C Umargav,46/4,K.C.C Umargav,6 wickets,https://cricheroes.in/scorecard/266799/RAJPUROHIT-CRICKET-LEAGUE-(DAMAN)-2019/TIGER-CLUBB-vs-K.C.C-Umargav
25 th DGP Cup Cricket Oneday Tournament 2019,"Bilkhaiya Cricket Ground, Vapi, 08-Feb-19, 40 Ov., ",Ahmedabad Commissionerate,237/10,Godhra Range,133/10,Ahmedabad Commissionerate,104 runs,https://cricheroes.in/scorecard/244074/25-th-DGP-Cup-Cricket-Oneday-Tournament-2019/Ahmedabad-Commissionerate-vs-Godhra-Range
RAJPUROHIT CRICKET LEAGUE (DAMAN) 2019,"Valwada Cricket Ground, Vapi, 08-Feb-19, 8 Ov., ",KOTESWAR CLUB VALSAD,None,GOA RAKSHAK,None,None,None,https://cricheroes.in/match-detail/KOTESWAR-CLUB-VALSAD/GOA-RAKSHAK/251468/251463/266730
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Aunde Tigers,79/8,Dapada Super Kings,82/3,Dapada Super Kings,7 wickets,https://cricheroes.in/scorecard/253718/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Dapada Super Kings,111/4,Dadara Drifters,93/5,Dapada Super Kings,18 runs,https://cricheroes.in/scorecard/253617/Faze3-&-Aunde-Cricket-Tournament-2019/Dapada-Super-Kings-vs-Dadara-Drifters
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Mumbai Indians#,81/6,Dapada Super Kings,85/1,Dapada Super Kings,9 wickets,https://cricheroes.in/scorecard/253285/Faze3-&-Aunde-Cricket-Tournament-2019/Mumbai-Indians#-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 27-Jan-19, 8 Ov., ",Vapi Fighters,91/10,Aunde Tigers,84/7,Vapi Fighters,7 runs,https://cricheroes.in/scorecard/253085/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Aunde-Tigers
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Aunde Tigers,99/9,Dadara Drifters,105/6,Dadara Drifters,4 wickets,https://cricheroes.in/scorecard/251997/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Dadara-Drifters
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Vapi Fighters,93/6,Dapada Super Kings,97/2,Dapada Super Kings,9 wickets,https://cricheroes.in/scorecard/251812/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Dapada-Super-Kings
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Aunde Tigers,100/4,Mumbai Indians#,87/3,Aunde Tigers,13 runs,https://cricheroes.in/scorecard/251625/Faze3-&-Aunde-Cricket-Tournament-2019/Aunde-Tigers-vs-Mumbai-Indians#
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Vapi Fighters,104/5,Panipat Panthers#,105/1,Panipat Panthers#,9 wickets,https://cricheroes.in/scorecard/251486/Faze3-&-Aunde-Cricket-Tournament-2019/Vapi-Fighters-vs-Panipat-Panthers#
Faze3 & Aunde Cricket Tournament 2019,"Vapi, Vapi, 26-Jan-19, 8 Ov., ",Mumbai Indians#,58/7,Dadara Drifters,60/1,Dadara Drifters,10 wickets,https://cricheroes.in/scorecard/251369/Faze3-&-Aunde-Cricket-Tournament-2019/Mumbai-Indians#-vs-Dadara-Drifters
