MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 1 Ov., ",MECHANICAL M4A GIA - 2ND YEAR,4/2,COMPUTER SFI- 2ND YEAR,8/0,COMPUTER SFI- 2ND YEAR,10 wickets,https://cricheroes.in/scorecard/783764/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M4A-GIA---2ND-YEAR-vs-COMPUTER-SFI--2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,74/7,MECHANICAL M4A GIA - 2ND YEAR,74/3,MECHANICAL M4A GIA - 2ND YEAR,Super Over,https://cricheroes.in/scorecard/783581/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-MECHANICAL-M4A-GIA---2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,89/4,EC GIA 3RD YEAR,71/7,IT SFI 3RD YEAR,18 runs,https://cricheroes.in/scorecard/783369/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-EC-GIA-3RD-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",ELECTRICAL GIA 3 YEAR,114/5,COMPUTER GIA - 3RD YEAR,63/6,ELECTRICAL GIA 3 YEAR,51 runs,https://cricheroes.in/scorecard/783132/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-COMPUTER-GIA---3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-20, 10 Ov., ",EC GIA - 1ST YEAR,72/6,COMPUTER GIA - 1ST YEAR,76/2,COMPUTER GIA - 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/773657/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/EC-GIA---1ST-YEAR-vs-COMPUTER-GIA---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-20, 10 Ov., ",CIVIL SFI 3RD YEAR,126/7,MECHANICAL SFI -3RD YEAR,70/7,CIVIL SFI 3RD YEAR,56 runs,https://cricheroes.in/scorecard/772846/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-SFI-3RD-YEAR-vs-MECHANICAL-SFI--3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,156/5,ELECTRICAL SFI - 1ST YEAR,55/5,CIVIL GIA - 1ST YEAR,101 runs,https://cricheroes.in/scorecard/771309/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-ELECTRICAL-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",EC GIA - 2ND YEAR,82/7,MECHANICAL M4B GIA - 2ND YEAR,88/4,MECHANICAL M4B GIA - 2ND YEAR,6 wickets,https://cricheroes.in/scorecard/771018/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/EC-GIA---2ND-YEAR-vs-MECHANICAL-M4B-GIA---2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",ELECTRICAL SFI 3RD YEAR,87/7,CIVIL GIA 3 YEAR,88/4,CIVIL GIA 3 YEAR,6 wickets,https://cricheroes.in/scorecard/770751/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-SFI-3RD-YEAR-vs-CIVIL-GIA-3-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",COMPUTER SFI - 1ST YEAR,130/2,ELECTRICAL GIA 1ST YEAR,93/8,COMPUTER SFI - 1ST YEAR,37 runs,https://cricheroes.in/scorecard/769475/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-SFI---1ST-YEAR-vs-ELECTRICAL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",COMPUTER GIA-2ND YEAR,98/6,MECHATRONICS SFI 2ND YEAR,81/8,COMPUTER GIA-2ND YEAR,17 runs,https://cricheroes.in/scorecard/769234/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-GIA-2ND-YEAR-vs-MECHATRONICS-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,129/2,COMPUTER SFI-3RD YEAR,99/5,IT SFI 3RD YEAR,30 runs,https://cricheroes.in/scorecard/768977/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-COMPUTER-SFI-3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",MECHANICAL (M2A) GIA 1ST YEAR GIA,126/8,MECHATRONICS SFI-1ST YEAR,79/8,MECHANICAL (M2A) GIA 1ST YEAR GIA,47 runs,https://cricheroes.in/scorecard/767552/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA-vs-MECHATRONICS-SFI-1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,122/7,MECHANICAL SFI-2ND YEAR,69/6,COMPUTER SFI- 2ND YEAR,53 runs,https://cricheroes.in/scorecard/767191/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-MECHANICAL-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",MECHANICAL M6B GIA - 3RD YEAR,60/6,EC GIA 3RD YEAR,61/2,EC GIA 3RD YEAR,8 wickets,https://cricheroes.in/scorecard/767034/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M6B-GIA---3RD-YEAR-vs-EC-GIA-3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",COMPUTER GIA - 1ST YEAR,116/5,MECHANICAL SFI - 1ST YEAR,72/10,COMPUTER GIA - 1ST YEAR,44 runs,https://cricheroes.in/scorecard/765718/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-GIA---1ST-YEAR-vs-MECHANICAL-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",ELECTRICAL SFI -2ND YEAR,61/10,IT SFI 2ND YEAR,63/2,IT SFI 2ND YEAR,8 wickets,https://cricheroes.in/scorecard/765471/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-SFI--2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",MECHANICAL M6A GIA- 3RD YEAR,87/7,ELECTRICAL SFI 3RD YEAR,90/4,ELECTRICAL SFI 3RD YEAR,6 wickets,https://cricheroes.in/scorecard/765191/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M6A-GIA--3RD-YEAR-vs-ELECTRICAL-SFI-3RD-YEAR
Individual Match,"Spu Bio Scince, Vallabh Vidyanagar, 01-Feb-20, 25 Ov.",ISTAR,148/9,Nvpas,91/10,ISTAR,57 runs,https://cricheroes.in/scorecard/757791/individual/ISTAR-vs-Nvpas
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 28-Jan-20, 25 Ov.",Vp Scince College,172/8,Nvpas,128/10,Vp Scince College,44 runs,https://cricheroes.in/scorecard/749770/individual/Vp-Scince-College-vs-Nvpas
CVM,"ADIT Cricket Ground, Vallabh Vidyanagar, 02-Jan-20, 30 Ov., ",Nvpas,60/10,ISTAR,61/1,ISTAR,9 wickets,https://cricheroes.in/scorecard/684290/CVM/Nvpas-vs-ISTAR
Farewell T20 Match,"ADIT Cricket Ground, Vallabh Vidyanagar, 05-Apr-19, 25 Ov., ",ADIT Old Wines,115/10,ADIT Young Bloods,118/4,ADIT Young Bloods,6 wickets,https://cricheroes.in/scorecard/333940/Farewell-T20-Match/ADIT-Old-Wines-vs-ADIT-Young-Bloods
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-19, 16 Ov., ",COMPUTER SFI 1ST YEAR,120/10,MECHANICAL M2A GIA 1ST YEAR,122/5,MECHANICAL M2A GIA 1ST YEAR,5 wickets,https://cricheroes.in/scorecard/275045/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 12-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,60/4,ROYAL RAGHUVANSHI (Sgcl),48/8,JALARAM SUPER KINGS,12 runs,https://cricheroes.in/scorecard/786791/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-ROYAL-RAGHUVANSHI-(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,122/3,IT SFI - 1ST YEAR,90/2,CIVIL GIA - 1ST YEAR,32 runs,https://cricheroes.in/scorecard/785578/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-IT-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",COMPUTER SFI - 1ST YEAR,83/3,MECHANICAL (M2B) 1ST YEAR GIA,88/6,MECHANICAL (M2B) 1ST YEAR GIA,4 wickets,https://cricheroes.in/scorecard/785350/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-SFI---1ST-YEAR-vs-MECHANICAL-(M2B)-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA - 2ND YEAR,81/7,COMPUTER GIA-2ND YEAR,82/2,COMPUTER GIA-2ND YEAR,8 wickets,https://cricheroes.in/scorecard/785171/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-GIA---2ND-YEAR-vs-COMPUTER-GIA-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA 3 YEAR,69/6,CIVIL SFI 3RD YEAR,72/4,CIVIL SFI 3RD YEAR,6 wickets,https://cricheroes.in/scorecard/784960/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-GIA-3-YEAR-vs-CIVIL-SFI-3RD-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 11-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,34/6,JALARAM 11(Sgcl),36/2,JALARAM 11(Sgcl),6 wickets,https://cricheroes.in/scorecard/784874/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",CIVIL SFI 1ST YEAR,134/2,MECHANICAL (M2A) GIA 1ST YEAR GIA,137/4,MECHANICAL (M2A) GIA 1ST YEAR GIA,6 wickets,https://cricheroes.in/scorecard/783806/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-SFI-1ST-YEAR-vs-MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 1 Ov., ",MECHANICAL M4A GIA - 2ND YEAR,4/2,COMPUTER SFI- 2ND YEAR,8/0,COMPUTER SFI- 2ND YEAR,10 wickets,https://cricheroes.in/scorecard/783764/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M4A-GIA---2ND-YEAR-vs-COMPUTER-SFI--2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,74/7,MECHANICAL M4A GIA - 2ND YEAR,74/3,MECHANICAL M4A GIA - 2ND YEAR,Super Over,https://cricheroes.in/scorecard/783581/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-MECHANICAL-M4A-GIA---2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,89/4,EC GIA 3RD YEAR,71/7,IT SFI 3RD YEAR,18 runs,https://cricheroes.in/scorecard/783369/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-EC-GIA-3RD-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",ELECTRICAL GIA 3 YEAR,114/5,COMPUTER GIA - 3RD YEAR,63/6,ELECTRICAL GIA 3 YEAR,51 runs,https://cricheroes.in/scorecard/783132/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-COMPUTER-GIA---3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-20, 10 Ov., ",EC GIA - 1ST YEAR,72/6,COMPUTER GIA - 1ST YEAR,76/2,COMPUTER GIA - 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/773657/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/EC-GIA---1ST-YEAR-vs-COMPUTER-GIA---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-20, 10 Ov., ",CIVIL SFI 3RD YEAR,126/7,MECHANICAL SFI -3RD YEAR,70/7,CIVIL SFI 3RD YEAR,56 runs,https://cricheroes.in/scorecard/772846/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-SFI-3RD-YEAR-vs-MECHANICAL-SFI--3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,156/5,ELECTRICAL SFI - 1ST YEAR,55/5,CIVIL GIA - 1ST YEAR,101 runs,https://cricheroes.in/scorecard/771309/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-ELECTRICAL-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",EC GIA - 2ND YEAR,82/7,MECHANICAL M4B GIA - 2ND YEAR,88/4,MECHANICAL M4B GIA - 2ND YEAR,6 wickets,https://cricheroes.in/scorecard/771018/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/EC-GIA---2ND-YEAR-vs-MECHANICAL-M4B-GIA---2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",ELECTRICAL SFI 3RD YEAR,87/7,CIVIL GIA 3 YEAR,88/4,CIVIL GIA 3 YEAR,6 wickets,https://cricheroes.in/scorecard/770751/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-SFI-3RD-YEAR-vs-CIVIL-GIA-3-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",COMPUTER SFI - 1ST YEAR,130/2,ELECTRICAL GIA 1ST YEAR,93/8,COMPUTER SFI - 1ST YEAR,37 runs,https://cricheroes.in/scorecard/769475/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-SFI---1ST-YEAR-vs-ELECTRICAL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",COMPUTER GIA-2ND YEAR,98/6,MECHATRONICS SFI 2ND YEAR,81/8,COMPUTER GIA-2ND YEAR,17 runs,https://cricheroes.in/scorecard/769234/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-GIA-2ND-YEAR-vs-MECHATRONICS-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,129/2,COMPUTER SFI-3RD YEAR,99/5,IT SFI 3RD YEAR,30 runs,https://cricheroes.in/scorecard/768977/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-COMPUTER-SFI-3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",MECHANICAL (M2A) GIA 1ST YEAR GIA,126/8,MECHATRONICS SFI-1ST YEAR,79/8,MECHANICAL (M2A) GIA 1ST YEAR GIA,47 runs,https://cricheroes.in/scorecard/767552/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA-vs-MECHATRONICS-SFI-1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,122/7,MECHANICAL SFI-2ND YEAR,69/6,COMPUTER SFI- 2ND YEAR,53 runs,https://cricheroes.in/scorecard/767191/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-MECHANICAL-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",MECHANICAL M6B GIA - 3RD YEAR,60/6,EC GIA 3RD YEAR,61/2,EC GIA 3RD YEAR,8 wickets,https://cricheroes.in/scorecard/767034/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M6B-GIA---3RD-YEAR-vs-EC-GIA-3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",COMPUTER GIA - 1ST YEAR,116/5,MECHANICAL SFI - 1ST YEAR,72/10,COMPUTER GIA - 1ST YEAR,44 runs,https://cricheroes.in/scorecard/765718/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-GIA---1ST-YEAR-vs-MECHANICAL-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",ELECTRICAL SFI -2ND YEAR,61/10,IT SFI 2ND YEAR,63/2,IT SFI 2ND YEAR,8 wickets,https://cricheroes.in/scorecard/765471/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-SFI--2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",MECHANICAL M6A GIA- 3RD YEAR,87/7,ELECTRICAL SFI 3RD YEAR,90/4,ELECTRICAL SFI 3RD YEAR,6 wickets,https://cricheroes.in/scorecard/765191/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M6A-GIA--3RD-YEAR-vs-ELECTRICAL-SFI-3RD-YEAR
Individual Match,"Spu Bio Scince, Vallabh Vidyanagar, 01-Feb-20, 25 Ov.",ISTAR,148/9,Nvpas,91/10,ISTAR,57 runs,https://cricheroes.in/scorecard/757791/individual/ISTAR-vs-Nvpas
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 28-Jan-20, 25 Ov.",Vp Scince College,172/8,Nvpas,128/10,Vp Scince College,44 runs,https://cricheroes.in/scorecard/749770/individual/Vp-Scince-College-vs-Nvpas
CVM,"ADIT Cricket Ground, Vallabh Vidyanagar, 02-Jan-20, 30 Ov., ",Nvpas,60/10,ISTAR,61/1,ISTAR,9 wickets,https://cricheroes.in/scorecard/684290/CVM/Nvpas-vs-ISTAR
Farewell T20 Match,"ADIT Cricket Ground, Vallabh Vidyanagar, 05-Apr-19, 25 Ov., ",ADIT Old Wines,115/10,ADIT Young Bloods,118/4,ADIT Young Bloods,6 wickets,https://cricheroes.in/scorecard/333940/Farewell-T20-Match/ADIT-Old-Wines-vs-ADIT-Young-Bloods
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-19, 16 Ov., ",COMPUTER SFI 1ST YEAR,120/10,MECHANICAL M2A GIA 1ST YEAR,122/5,MECHANICAL M2A GIA 1ST YEAR,5 wickets,https://cricheroes.in/scorecard/275045/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-19, 10 Ov., ",CIVIL GIA 1ST YEAR,94/4,MECHANICAL M2A GIA 1ST YEAR,95/5,MECHANICAL M2A GIA 1ST YEAR,5 wickets,https://cricheroes.in/scorecard/274131/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/CIVIL-GIA-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-19, 10 Ov., ",COMPUTER SFI 1ST YEAR,110/5,Civil SF -1ST YEAR,76/4,None,None,https://cricheroes.in/scorecard/273124/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-Civil-SF--1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-19, 10 Ov., ",ELECTRICAL GIA 1ST SEM,76/10,MECHANICAL M2A GIA 1ST YEAR,79/8,MECHANICAL M2A GIA 1ST YEAR,2 wickets,https://cricheroes.in/scorecard/272175/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/ELECTRICAL-GIA-1ST-SEM-vs-MECHANICAL-M2A-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-19, 10 Ov., ",MECHANICAL M2B GIA 1ST YEAR,98/7,CIVIL GIA 1ST YEAR,101/2,CIVIL GIA 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/271269/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHANICAL-M2B-GIA-1ST-YEAR-vs-CIVIL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 09-Feb-19, 10 Ov., ",MECHATRONICS SFI 1ST YEAR,128/1,Civil SF -1ST YEAR,129/3,Civil SF -1ST YEAR,7 wickets,https://cricheroes.in/scorecard/268063/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHATRONICS-SFI-1ST-YEAR-vs-Civil-SF--1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 08-Feb-19, 10 Ov., ",COMPUTER SFI 1ST YEAR,124/4,EC GIA 1ST YEAR,105/7,COMPUTER SFI 1ST YEAR,19 runs,https://cricheroes.in/scorecard/267221/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-EC-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-19, 10 Ov., ",COMPUTER GIA 1ST YEAR,98/7,MECHANICAL M2A GIA 1ST YEAR,102/2,MECHANICAL M2A GIA 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/266268/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-GIA-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
ELECON U-14 INVITATION LEAGUE TOURNAMENT 2019,"Elecon Cricket Ground, Vallabh Vidyanagar, 07-Feb-19, 40 Ov., ",Charotar Milat School,203/10,Lakshyam Sports Club,70/10,Charotar Milat School,133 runs,https://cricheroes.in/scorecard/265953/ELECON-U-14-INVITATION-LEAGUE-TOURNAMENT-2019/Charotar-Milat-School-vs-Lakshyam-Sports-Club
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-19, 10 Ov., ",MECHANICAL SFI 1ST YEAR,66/10,CIVIL GIA 1ST YEAR,67/4,CIVIL GIA 1ST YEAR,6 wickets,https://cricheroes.in/scorecard/265291/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHANICAL-SFI-1ST-YEAR-vs-CIVIL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-19, 10 Ov., ",MECHATRONICS SFI 1ST YEAR,150/5,Elecrical SFI 1st Year,111/8,MECHATRONICS SFI 1ST YEAR,39 runs,https://cricheroes.in/scorecard/264232/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHATRONICS-SFI-1ST-YEAR-vs-Elecrical-SFI-1st-Year
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-19, 10 Ov., ",COMPUTER SFI 1ST YEAR,115/2,IT SFI 1ST YEAR,110/5,COMPUTER SFI 1ST YEAR,5 runs,https://cricheroes.in/scorecard/263214/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-IT-SFI-1ST-YEAR
